direction,source_vehicle,target_vehicle,sensor_config,method,protocol,budget_k_days,n_partitions,delta_accuracy_median,delta_accuracy_q1,delta_accuracy_q3,delta_balanced_accuracy_median,delta_balanced_accuracy_q1,delta_balanced_accuracy_q3,delta_macro_f1_median,delta_macro_f1_q1,delta_macro_f1_q3,delta_stationary_macro_f1_median,delta_stationary_macro_f1_q1,delta_stationary_macro_f1_q3,delta_stationary_macro_f1_median,delta_stationary_macro_f1_q1,delta_stationary_macro_f1_q3,delta_charging_f1_median,delta_charging_f1_q1,delta_charging_f1_q3,delta_charging_f1_median,delta_charging_f1_q1,delta_charging_f1_q3,delta_driving_f1_median,delta_driving_f1_q1,delta_driving_f1_q3,delta_driving_f1_median,delta_driving_f1_q1,delta_driving_f1_q3,delta_objective_score_median,delta_objective_score_q1,delta_objective_score_q3
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,14,5,-0.0390658174097664,-0.0907804286291953,-0.0277116626997619,-0.0391449899412542,-0.0918690610432325,0.0029871927251769,-0.027488474383372,-0.1167791524164302,-0.0132540757270674,-0.0337409873935131,-0.1549832885072017,-0.0120219644339303,-0.0337409873935131,-0.1549832885072017,-0.0120219644339303,-0.1554728448477134,-0.2872350831481437,-0.0061382559359479,-0.1554728448477134,-0.2872350831481437,-0.0061382559359479,-0.0111487573750742,-0.0133760910236601,-0.0026692210951306,-0.0111487573750742,-0.0133760910236601,-0.0026692210951306,-0.0766202883771959,-0.1793731260737513,-0.0139318139280704
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.0451661067562523,-0.0953290870488322,0.0144438191708873,-0.0720013181640337,-0.1640080826427744,0.0195885213630434,-0.0799221173412731,-0.1589698588291889,0.0245946880285553,-0.1005458926750368,-0.2022641330762512,0.0361579481331088,-0.1005458926750368,-0.2022641330762512,0.0361579481331088,-0.0827429158765883,-0.1119166751761462,0.0437024487166527,-0.0827429158765883,-0.1119166751761462,0.0437024487166527,-0.0180507913399823,-0.020096224527379,-0.0166656934728391,-0.0180507913399823,-0.020096224527379,-0.0166656934728391,-0.0927199404752223,-0.1284790816481487,0.0322377923037942
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,0.0440817857812793,-0.0121019108280254,0.1022769690182904,0.0544145214964604,-0.0291681821517234,0.0994236563670594,0.0719222396396431,-0.0067353462993181,0.1472502102162467,0.1007053032705915,-0.0005138173320666,0.2005640218157638,0.1007053032705915,-0.0005138173320666,0.2005640218157638,0.2362598266564936,0.0565374306716556,0.4944582329545272,0.2362598266564936,0.0565374306716556,0.4944582329545272,-0.0128547383029909,-0.014426951253202,-0.012691224582305,-0.0128547383029909,-0.014426951253202,-0.012691224582305,0.1376572744463834,0.0185737644890713,0.2876153141895032
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.0390658174097664,-0.0660288876383418,-0.0289017341040461,-0.0411159828442694,-0.1033231423903976,0.0032341011416002,-0.0199546967003965,-0.1084590599308786,-0.0114538651118684,-0.0239472936485235,-0.1452842117672743,-0.0095955043289798,-0.0239472936485235,-0.1452842117672743,-0.0095955043289798,-0.1060540664910304,-0.2301182847013907,-0.0466015082166627,-0.1060540664910304,-0.2301182847013907,-0.0466015082166627,-0.007976905856015,-0.0132391003963004,-0.004660096083223,-0.007976905856015,-0.0132391003963004,-0.004660096083223,-0.0543944446166499,-0.1571227498390835,-0.0255129223537861
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,0,5,0.1597250303275373,0.1480029861888765,0.1927813163481954,0.1997138736902648,0.1676373600548081,0.2012422900094422,0.1926167670051909,0.1713214306457254,0.2381097955799088,0.259317222538235,0.2304724734909612,0.3195061995060443,0.259317222538235,0.2304724734909612,0.3195061995060443,0.3109925226430167,0.2479236452071765,0.3437220682986713,0.3109925226430167,0.2479236452071765,0.3437220682986713,-0.0061316978899816,-0.0074845995939412,-0.0060794161984973,-0.0061316978899816,-0.0074845995939412,-0.0060794161984973,0.2271898674446419,0.2008393983370796,0.2803547046674138
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,0,5,-0.0218683651804671,-0.0335946248600224,0.0186008896077638,-0.0101057916149135,-0.0260051545350824,0.0372190335056895,-0.0225105741501597,-0.0439311481303764,0.0122326177758278,-0.0286340202084421,-0.0567786816295828,0.0179637676083539,-0.0286340202084421,-0.0567786816295828,0.0179637676083539,-0.0552210588848703,-0.1565065358643691,0.0021220477161011,-0.0552210588848703,-0.1565065358643691,0.0021220477161011,-0.0051638587583661,-0.0053885476327574,-0.0049608317217506,-0.0051638587583661,-0.0053885476327574,-0.0049608317217506,-0.035594768044044,-0.0889613032239734,0.0081883897519371
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,1,5,-0.0334079880552445,-0.0649033952354155,-0.0089171974522292,-0.0038145160552364,-0.0333063705142498,0.0180357673774598,-0.0400732052663307,-0.0908965967475949,-0.024038943959867,-0.0505966003549872,-0.12148570144135,-0.0270930946161657,-0.0505966003549872,-0.12148570144135,-0.0270930946161657,-0.1212568765755434,-0.1436157043751964,-0.0452174426429239,-0.1212568765755434,-0.1436157043751964,-0.0452174426429239,-0.0064728104615891,-0.0074442326928174,-0.005099371790044,-0.0064728104615891,-0.0074442326928174,-0.005099371790044,-0.0757270850233874,-0.1129732431729496,-0.0239174325845398
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,1,5,0.0066720582288718,-0.024198086662915,0.0172639044419559,0.0127637985880988,-0.0114374180321429,0.0294404967079166,0.0275405217660288,-0.0097949691615412,0.032659057930943,0.0391632106739164,-0.0121517993922835,0.0444240759700966,0.0391632106739164,-0.0121517993922835,0.0444240759700966,0.0238197672739872,0.0209147623966497,0.0704791231939751,0.0238197672739872,0.0209147623966497,0.0704791231939751,-0.0087538356433471,-0.0095938840566991,-0.0034511810427548,-0.0087538356433471,-0.0095938840566991,-0.0034511810427548,0.0279613397172257,0.0266899390782533,0.0423782199310085
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,1,5,-0.0252729478366356,-0.0318215752146323,-0.0134121178015381,-0.0064356964231594,-0.012249014848261,-0.0004830439301289,-0.0104645860409764,-0.0201649369129958,-0.0097397446898525,-0.0110915006073941,-0.0232649500222073,-0.0103211441496929,-0.0110915006073941,-0.0232649500222073,-0.0103211441496929,-0.009228740936058,-0.0894713258730684,0.0,-0.009228740936058,-0.0894713258730684,0.0,0.0052541520155829,0.003110462639412,0.0071089514603897,0.0052541520155829,0.003110462639412,0.0071089514603897,-0.0066727787513785,-0.0478874924970248,-0.0056373430146623
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,3,5,-0.0114649681528662,-0.0117238791971487,-0.0042458552365547,-0.0087062975616666,-0.0155361003827018,0.0318222555962388,-0.0186896529497006,-0.0378268590745838,0.0191026184728075,-0.0248072201277357,-0.0459343127178839,0.027852802221987,-0.0248072201277357,-0.0459343127178839,0.027852802221987,0.0,-0.0036171910122895,0.0016214542592034,0.0,-0.0036171910122895,0.0016214542592034,-0.0082005976123226,-0.0096898353269576,-0.0046234598289615,-0.0082005976123226,-0.0096898353269576,-0.0046234598289615,-0.0232156862703478,-0.0266897646340993,0.0238029814643662
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,3,5,0.0559447983014862,0.0177265053460889,0.0589365143550343,0.0733382552538373,0.0356554138540831,0.0963306409203202,0.0704730112681276,0.0331931911496344,0.0818521653254198,0.0975437514185482,0.0426884912839022,0.1137407323719645,0.0975437514185482,0.0426884912839022,0.1137407323719645,0.0915466165842234,0.053691320197982,0.2201604684969902,0.0915466165842234,0.053691320197982,0.2201604684969902,-0.0082765171513854,-0.0100678659004486,-0.0057637644900233,-0.0082765171513854,-0.0100678659004486,-0.0057637644900233,0.0793639220367492,0.0400915548945104,0.1391865620032145
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,3,5,-0.0111048898842852,-0.0115606936416185,0.0052016985138004,0.0193965154010135,-0.0102448365333448,0.0374112536084964,-0.0110600071400324,-0.0136805635068739,0.0249508945755591,-0.0181187871872595,-0.0208130419606643,0.0289332824043602,-0.0181187871872595,-0.0208130419606643,0.0289332824043602,0.0154762249880376,0.0107718863684566,0.023911814846199,0.0154762249880376,0.0107718863684566,0.023911814846199,0.007468713612678,0.0026537477590548,0.0089593721128123,0.007468713612678,0.0026537477590548,0.0089593721128123,0.0061627339024896,-0.0089449756443393,0.02066320387489
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,7,5,-0.0245222929936305,-0.0286062652410429,-0.0200634565136245,-0.0128157178563061,-0.0267502844557233,0.015283894074217,-0.0291043552554966,-0.0296040595468119,-0.0040304630079141,-0.0345739806344205,-0.0372209930979376,-0.0042927642816814,-0.0345739806344205,-0.0372209930979376,-0.0042927642816814,0.0040452139205651,-0.0007057163020465,0.0168320924927368,0.0040452139205651,-0.0007057163020465,0.0168320924927368,-0.0061589356275905,-0.0070979474965019,-0.0044798098952762,-0.0061589356275905,-0.0070979474965019,-0.0044798098952762,-0.0126516414030792,-0.012899523168751,0.0188832267538837
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,7,5,0.0180467091295116,0.0061590145576707,0.024198086662915,0.0448227775961056,0.0429356403710929,0.0534695105675187,0.0270465549859853,0.0196912939835788,0.0464155659000364,0.0403027802415546,0.026012538992309,0.0663470924812057,0.0403027802415546,0.026012538992309,0.0663470924812057,0.0879021833064567,0.0252534044055249,0.1401374547772825,0.0879021833064567,0.0252534044055249,0.1401374547772825,-0.0068105690510997,-0.0078982002060261,-0.0048938459933638,-0.0068105690510997,-0.0078982002060261,-0.0048938459933638,0.0500461934672751,0.0219161381523573,0.0932564613092566
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,7,5,0.0025323579065841,-0.0004665920119447,0.0025501530091805,0.033535760546997,0.0055868505383934,0.0497838547685973,0.017951290782994,0.0100017379175998,0.0393736304715533,0.0231873452437202,0.0090190732634114,0.0563102966716223,0.0231873452437202,0.0090190732634114,0.0563102966716223,0.0854430493776006,0.0365938001950099,0.152976746637601,0.0854430493776006,0.0365938001950099,0.152976746637601,0.0089049583915466,0.0039179373490723,0.009261866602035,0.0089049583915466,0.0039179373490723,0.009261866602035,0.0223551213492194,0.0201725980813912,0.0877515296933209
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,14,5,-0.0153042179917879,-0.0173036093418259,-0.0069753336029114,-0.0096838955542193,-0.02394975215583,0.030001156036873,-0.0046813778498046,-0.0329673001148155,0.0113022624257269,-0.0047906282641946,-0.0391734472208851,0.0159311484775482,-0.0047906282641946,-0.0391734472208851,0.0159311484775482,-0.0058049740115772,-0.0294413781774776,0.0282471829905268,-0.0058049740115772,-0.0294413781774776,0.0282471829905268,-0.0054192480004197,-0.0056269440213644,-0.0018957705347876,-0.0054192480004197,-0.0056269440213644,-0.0018957705347876,-0.0141873594176692,-0.0227369362366405,0.0180802306516468
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,14,5,0.0185774946921443,0.004760285617137,0.0229788032264116,0.0375389117163679,0.0312707317100445,0.0376716082209424,0.0284824982984188,0.0112941376011572,0.0321629869729899,0.0386052162502766,0.0203202716391439,0.0416243923003852,0.0386052162502766,0.0203202716391439,0.0416243923003852,0.0818988108698245,0.0644011984705112,0.1106666899770348,0.0818988108698245,0.0644011984705112,0.1106666899770348,-0.0066903881026353,-0.0107032600249072,-0.0064640940819186,-0.0066903881026353,-0.0107032600249072,-0.0064640940819186,0.0473448681615424,0.0424465595217234,0.0568725124509034
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,14,5,-0.0022509848058526,-0.0281035179943389,0.0045726017170585,0.0073558093708464,-0.0284509374743198,0.0582965428361437,0.0104026383191829,-0.035816023965707,0.0281423992588968,0.0114909460245143,-0.0487365818450793,0.0353683110658849,0.0114909460245143,-0.0487365818450793,0.0353683110658849,0.0194058890865189,0.0058399116710404,0.1170496652973849,0.0194058890865189,0.0058399116710404,0.1170496652973849,0.0101501227506071,0.0059242127474888,0.0136179364179725,0.0101501227506071,0.0059242127474888,0.0136179364179725,0.0296436628403253,-0.0156096423438406,0.063441009371272
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.018758206715438,-0.0205300485255692,-0.0138004246284501,-0.019480920606454,-0.0248611972197203,0.0209049593068866,-0.0247120044304494,-0.0256169653804415,0.0003305918655346,-0.029671650395712,-0.0318205192051608,0.0004331271205456,-0.029671650395712,-0.0318205192051608,0.0004331271205456,-0.0013910864978903,-0.0662512267557842,0.0062221484782403,-0.0013910864978903,-0.0662512267557842,0.0062221484782403,-0.003386460106315,-0.0052224998760339,-0.0020456227710113,-0.003386460106315,-0.0052224998760339,-0.0020456227710113,-0.0159266138274211,-0.0413276933605832,0.02692528347638
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,0.0388535031847134,0.0200612036722203,0.0425531914893616,0.0534911426837607,0.0425938385062364,0.0639202299618336,0.0461279541466692,0.02949966518264,0.0582602888917149,0.0656723795437813,0.0423548637473427,0.0815758329598803,0.0656723795437813,0.0423548637473427,0.0815758329598803,0.1486084425223465,0.1291598408094594,0.1535415099906362,0.1486084425223465,0.1291598408094594,0.1535415099906362,-0.0090659305114682,-0.0116863433127812,-0.007587438789394,-0.0090659305114682,-0.0116863433127812,-0.007587438789394,0.0793407088117852,0.0729604411303392,0.096471037817112
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.0459126539753639,-0.0516831009860591,0.0144438191708872,-0.0009382157662111,-0.0380850759153006,0.0319443405829912,-0.0289909744141112,-0.0568967612309276,0.028214539425174,-0.0404762165637471,-0.0759656500019334,0.0337984506320412,-0.0404762165637471,-0.0759656500019334,0.0337984506320412,-0.0751439130077987,-0.1007240117615284,0.1027591372299551,-0.0751439130077987,-0.1007240117615284,0.1027591372299551,0.0114628058045725,0.0054647520347961,0.0118610617100363,0.0114628058045725,0.0054647520347961,0.0118610617100363,-0.057684189353078,-0.0641956219416761,0.0728688126188191
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,0,5,0.2118883946623533,0.2112728630085852,0.2277246295254174,0.2404180445526602,0.2368311894228761,0.2455948524419369,0.2956143931953798,0.2928443411981952,0.295738021486197,0.3967433369858202,0.3930366715150969,0.3969885518590164,0.3967433369858202,0.3930366715150969,0.3969885518590164,0.7470006535273278,0.6866820565778876,0.7616775944600839,0.7470006535273278,0.6866820565778876,0.7616775944600839,-0.0077326497525097,-0.0077724381759414,-0.0077219994733186,-0.0077326497525097,-0.0077724381759414,-0.0077219994733186,0.476168897328159,0.4503794273500722,0.4821138506757517
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,0,5,0.0182904068682344,-0.0008492569002123,0.0365952284674484,0.0097527890551948,0.0039623446148294,0.054667141333064,0.0383966893571451,0.0143845686566799,0.0523372748011371,0.0527577678186331,0.0204661021267967,0.0711978517061114,0.0527577678186331,0.0204661021267967,0.0711978517061114,0.0697449561352476,0.0198488883609126,0.1620864648631186,0.0697449561352476,0.0198488883609126,0.1620864648631186,-0.0046865460273189,-0.0062126631384052,-0.0042444559137857,-0.0046865460273189,-0.0062126631384052,-0.0042444559137857,0.0509359960683861,0.0165702965383731,0.0962369508259297
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,1,5,-0.0010615711252653,-0.0097542674920277,-0.0008087343307723,0.0170167701918881,0.0014299866845028,0.0240852802729733,0.0015455660775021,-0.0131604200085245,0.0121911092617595,0.0061922049776189,-0.0161852672263047,0.0187514795810166,0.0061922049776189,-0.0161852672263047,0.0187514795810166,0.0,-0.0008334344782942,0.0,0.0,-0.0008334344782942,0.0,-0.0077035758586251,-0.0081672903949245,-0.0053321504767772,-0.0077035758586251,-0.0081672903949245,-0.0053321504767772,0.0005939658551835,-0.0011525201273021,0.0098552442444233
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,1,5,0.008592802264456,-0.018758206715438,0.0177304964539006,0.0285598423112164,-0.0050635519021474,0.0386737601576687,0.0217430386424235,-0.0098726754055236,0.0239971905641552,0.0361490056255397,-0.0039755541502725,0.0411110700059083,0.0361490056255397,-0.0039755541502725,0.0411110700059083,0.0225896155733507,0.0152155656023984,0.027954406451113,0.0225896155733507,0.0152155656023984,0.027954406451113,-0.0101628338834151,-0.0103333828811292,-0.0051721714657411,-0.0101628338834151,-0.0103333828811292,-0.0051721714657411,0.0280419032037574,-0.0012180181790715,0.0363686915414897
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,1,5,-0.0327537403962798,-0.0371549893842887,-0.0283687943262411,0.0139605502174405,-0.0124638191178326,0.0168901370785373,-0.0011560429509461,-0.0192725206028389,0.0024249300994001,-0.001580099307483,-0.0067443535256048,-5.166681748225216e-05,-0.001580099307483,-0.0067443535256048,-5.166681748225216e-05,0.0,-0.0007987220447284,0.0006944444444444,0.0,-0.0007987220447284,0.0006944444444444,-0.0880726911761256,-0.1006748525107679,-0.0757072848795269,-0.0880726911761256,-0.1006748525107679,-0.0757072848795269,-0.0113065735298293,-0.0139387310716477,-0.0007320773416549
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,3,5,-0.0180104516610675,-0.0260115606936415,-0.0115711252653927,-0.0118418475146493,-0.0196680990656992,-0.0096726158537774,-0.0215531906710592,-0.0387639344190643,-0.0178598986879715,-0.0234762579391024,-0.0494012706667168,-0.0198934463145903,-0.0234762579391024,-0.0494012706667168,-0.0198934463145903,0.0,-0.0106064961195745,0.0,0.0,-0.0106064961195745,0.0,-0.0108420329486787,-0.0111593515490216,-0.0056818494851393,-0.0108420329486787,-0.0111593515490216,-0.0056818494851393,-0.0130700458639874,-0.0174895740613432,-0.0117002979401726
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,3,5,0.0176910634856449,-0.0032301938116287,0.0272823779193205,0.020962135168213,0.0134004512400675,0.0649693774235602,0.0372197755436383,-0.0095178156464048,0.0518528098416992,0.0579896536764931,-0.0127955701685436,0.0727520953945161,0.0579896536764931,-0.0127955701685436,0.0727520953945161,0.1101043152078249,0.0227716355693449,0.1164935570588423,0.1101043152078249,0.0227716355693449,0.1164935570588423,-0.0081567197803992,-0.0115881837867285,-0.0023911767531142,-0.0081567197803992,-0.0115881837867285,-0.0023911767531142,0.0689292881497199,0.001425711004975,0.0812639187908783
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,3,5,-0.0126326963906581,-0.0130408410837039,-0.0117581187010078,-0.0026379290934682,-0.0040306988808944,0.012822627645205,-0.0039218066438683,-0.0089418457431337,0.0114187403028296,0.0129683992111837,-0.0069992921716052,0.0222187520523015,0.0129683992111837,-0.0069992921716052,0.0222187520523015,-0.0007406911843413,-0.0125363991258211,0.0005614281723395,-0.0007406911843413,-0.0125363991258211,0.0005614281723395,-0.0227674469903709,-0.0279384815438443,-0.0111863457818508,-0.0227674469903709,-0.0279384815438443,-0.0111863457818508,-0.0084475733836883,-0.0129368320711761,-0.0016523294989813
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,7,5,-0.0072788353863381,-0.0112526539278131,0.0101294316263365,0.0015502391627299,-0.0231867774656322,0.0039306819856994,0.0035872848637849,-0.0316718639188427,0.0066846368461064,0.0073472041686576,-0.0361842502366173,0.0086594101096579,0.0073472041686576,-0.0361842502366173,0.0086594101096579,0.0320823244552058,0.0189441651491761,0.0516945781332272,0.0320823244552058,0.0189441651491761,0.0516945781332272,-0.0088691037185511,-0.0103343573036635,-0.0086094481246525,-0.0088691037185511,-0.0103343573036635,-0.0086094481246525,0.0081064330455322,-0.0061701885692233,0.0233616414100665
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,7,5,0.0529115341545352,0.0454886512849371,0.0693489688637282,0.075299881282614,0.0484866017664696,0.0867890667592509,0.0755987341366909,0.0717395595422576,0.0808246690306728,0.1004834983980081,0.0967313207877219,0.1094074565733768,0.1004834983980081,0.0967313207877219,0.1094074565733768,0.18800890893913,0.143108922937358,0.2666018685276209,0.18800890893913,0.143108922937358,0.2666018685276209,-0.0080313926911396,-0.0112382532093797,-0.0076318861855255,-0.0080313926911396,-0.0112382532093797,-0.0076318861855255,0.1140809749217351,0.1057383705933469,0.1646563193839907
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,7,5,-0.0263849575414476,-0.0425025501530091,-0.0240761478163494,-0.0243764971050184,-0.0524487151834426,0.011907596814467,-0.0379651426119997,-0.0612828821296745,-0.0033545866604627,-0.0481098714073713,-0.0554095211762589,0.0003873254785754,-0.0481098714073713,-0.0554095211762589,0.0003873254785754,-0.0727848053246107,-0.0799106265550959,-0.035832407329999,-0.0727848053246107,-0.0799106265550959,-0.035832407329999,-0.004836021724734,-0.0197193904222489,-0.0014160128914709,-0.004836021724734,-0.0197193904222489,-0.0014160128914709,-0.0494358904732792,-0.0547433361892381,-0.0308291428662386
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,14,5,0.0189457887825924,-0.0430997876857749,0.0259425158641283,0.0185993997846543,-0.049248911855537,0.036794286774315,0.0284809086809825,-0.0662035467588529,0.0366983284582057,0.0396715506728754,-0.0827072096698021,0.0511459671202484,0.0396715506728754,-0.0827072096698021,0.0511459671202484,0.0645802720515711,-0.0461926198977777,0.1040997648985892,0.0645802720515711,-0.0461926198977777,0.1040997648985892,-0.0068655162838102,-0.0086921945350291,-0.0051771783411538,-0.0068655162838102,-0.0086921945350291,-0.0051771783411538,0.0376681716778647,-0.0598801817657441,0.0636589030343591
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,14,5,0.0794581479983825,0.073954437266236,0.0807204180664427,0.0960224878746048,0.079118963300145,0.1257598373883543,0.0986212246984533,0.0959197752010226,0.1103182953266824,0.1346035354668224,0.1306472564585633,0.1494199028138723,0.1346035354668224,0.1306472564585633,0.1494199028138723,0.2821438175203051,0.2675447870065071,0.284401831399304,0.2821438175203051,0.2675447870065071,0.284401831399304,-0.0083637234857236,-0.0100674976040815,-0.0070583812391226,-0.0083637234857236,-0.0100674976040815,-0.0070583812391226,0.1689812743200968,0.1552444631496989,0.1732995442705237
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,14,5,-0.0443726623597415,-0.0626769106348564,-0.0097051138484509,-0.034503413828937,-0.0763172503138439,0.0188239887756491,-0.0438384106128902,-0.0865253523323784,0.0023159734312245,-0.0471892735515342,-0.118131465718602,0.0060913805983047,-0.0471892735515342,-0.118131465718602,0.0060913805983047,-0.1000190830735199,-0.2314011948933577,-0.0930966223219698,-0.1000190830735199,-0.2314011948933577,-0.0930966223219698,-0.0029208905698605,-0.0118730720791102,0.0007131352107738,-0.0029208905698605,-0.0118730720791102,0.0007131352107738,-0.0648050954871049,-0.1444756893567702,-0.0213744335699581
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.0437367303609341,-0.0462859275849197,0.0097542674920277,-0.0484013121543392,-0.0486267545258609,0.0028974714668457,-0.0525513128449242,-0.05855270068961,-0.0012804471362478,-0.0677226466250061,-0.0728741426269541,-0.0006825177954825,-0.0677226466250061,-0.0728741426269541,-0.0006825177954825,-0.0279185822625642,-0.1250971856709605,0.0607408405777567,-0.0279185822625642,-0.1250971856709605,0.0607408405777567,-0.007037311504678,-0.0085871608470714,-0.0040980630306212,-0.007037311504678,-0.0085871608470714,-0.0040980630306212,-0.0462990533187916,-0.0815696619753387,0.0235280679493539
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,18,5,0.0998786898503841,0.075583864118896,0.1033662019721183,0.1169896747920387,0.1007194266779601,0.1265627198209243,0.1292807237597402,0.0940856881553576,0.1322026766159715,0.1749717235651245,0.1299952761382975,0.1791686415178383,0.1749717235651245,0.1299952761382975,0.1791686415178383,0.3470422395884855,0.3354488563991804,0.3730912733238849,0.3470422395884855,0.3354488563991804,0.3730912733238849,-0.0086952180896288,-0.011934760502346,-0.0085980776029034,-0.0086952180896288,-0.011934760502346,-0.0085980776029034,0.213501148529255,0.1909363396016293,0.2268049435853981
BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,18,5,-0.0600262614894017,-0.0634856449656288,-0.0076433121019108,-0.0614579294872592,-0.0701566538715865,0.0280639496295959,-0.0930859883229829,-0.096708552077089,-0.001455892671344,-0.1275947492173607,-0.130858500636157,-0.0021837629621863,-0.1275947492173607,-0.130858500636157,-0.0021837629621863,-0.2205423870399928,-0.3636109845180275,-0.0619376982682406,-0.2205423870399928,-0.3636109845180275,-0.0619376982682406,0.000727718201183,-0.0062246887655617,0.0057412936001144,0.000727718201183,-0.0062246887655617,0.0057412936001144,-0.1440685478097869,-0.2034695250534645,-0.0205110230922402
