bus_b_orientation,bus_b_orientation_role,orientation_vehicle,direction,source_vehicle,target_vehicle,sensor_config,method,protocol,partition_id,budget_k_days,subset_repeat,uses_target_adaptation,normalizer_fit_days,adaptation_days,test_days,test_rows,test_service_days,adaptation_rows,adaptation_window_hours,adaptation_span_hours,adaptation_hours,accuracy,balanced_accuracy,macro_f1,charging_f1,driving_f1,stationary_macro_f1,objective_score,apagado_precision,apagado_recall,apagado_f1,apagado_support,encendido_precision,encendido_recall,encendido_f1,encendido_support,recarga_principal_precision,recarga_principal_recall,recarga_principal_f1,recarga_principal_support,movimiento_precision,movimiento_recall,driving_f1,movimiento_support,stationary_macro_f1,charging_f1,control_role,feature_dimension,source_quantile_n_requested,source_quantile_n_effective,causal_warmup_rows_source,causal_warmup_rows_target,subset_seed_index,subset_rng_seed,subset_attempts,subset_resamples,subset_retained_windows,target_quantile_n_requested,target_quantile_n_effective,coral_n_adaptation_rows,coral_n_features,coral_n_minus_d,coral_rows_per_feature,coral_regularized_cov_min_eigenvalue,coral_regularized_cov_max_eigenvalue,coral_regularized_cov_condition_number
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2025-04-01|2025-04-03|2025-04-04|2025-04-07|2025-04-25|2025-05-12|2025-05-16|2025-05-28|2025-06-11|2025-06-13|2025-06-17|2025-06-26,5331,12,0,0.0,0.0,0.0,0.6257737760270118,0.5565165049356955,0.4679750673635273,0.0031771247021445,0.9861814831874712,0.2952395954222126,0.2820558902989742,0.1292962356792144,0.6620111731843575,0.2163395709721588,358,0.8094834885690093,0.5660153937240971,0.6662020905923345,1689,0.0161290322580645,0.0017621145374449,0.0031771247021445,1135,0.9762881896944824,0.9962773382968824,0.9861814831874712,2149,0.2952395954222126,0.0031771247021445,NO_POOL_CONTROL,96,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2025-04-01|2025-04-03|2025-04-04|2025-04-07|2025-04-25|2025-05-12|2025-05-16|2025-05-28|2025-06-11|2025-06-13|2025-06-17|2025-06-26,5331,12,0,0.0,0.0,0.0,0.6993059463515288,0.6045817266176795,0.5719788813579598,0.3369085173501577,0.9873067159012232,0.4335362698435387,0.477950735754839,0.1375186846038864,0.5139664804469274,0.2169811320754717,358,0.8373804267844003,0.6737714624037893,0.7467191601049868,1689,0.5933333333333334,0.2352422907488986,0.3369085173501577,1135,0.9793956043956044,0.9953466728711028,0.9873067159012232,2149,0.4335362698435387,0.3369085173501577,NO_POOL_CONTROL,96,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2025-04-01|2025-04-04|2025-04-09|2025-04-17|2025-04-28|2025-05-12|2025-05-27|2025-05-29|2025-06-05|2025-06-11|2025-06-12|2025-06-26,4710,12,0,0.0,0.0,0.0,0.6252653927813163,0.5512612124842877,0.5428337609608325,0.3924235065565808,0.9923577696009056,0.3929924247474747,0.4826696591991318,0.1188493565480696,0.366822429906542,0.1795311606632361,428,0.677038626609442,0.5501307759372276,0.607022607022607,1147,0.5863570391872278,0.2948905109489051,0.3924235065565808,1370,0.9915158371040724,0.993201133144476,0.9923577696009056,1765,0.3929924247474747,0.3924235065565808,NO_POOL_CONTROL,96,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2025-04-01|2025-04-04|2025-04-09|2025-04-17|2025-04-28|2025-05-12|2025-05-27|2025-05-29|2025-06-05|2025-06-11|2025-06-12|2025-06-26,4710,12,0,0.0,0.0,0.0,0.7666666666666667,0.7620190403014007,0.7114483236646725,0.6755270394133822,0.9923491073958628,0.617814729087609,0.6970798099641564,0.3059019118869493,0.8598130841121495,0.4512568976088289,428,0.8109559613319012,0.6582388840453357,0.726660250240616,1147,0.9076354679802956,0.537956204379562,0.6755270394133822,1370,0.9926303854875284,0.9920679886685552,0.9923491073958628,1765,0.617814729087609,0.6755270394133822,NO_POOL_CONTROL,96,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2025-04-01|2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-21|2025-05-27|2025-05-29|2025-05-30|2025-06-03|2025-06-12|2025-06-26,2941,12,0,0.0,0.0,0.0,0.7201632097925875,0.6409912845838563,0.6183081717150014,0.4533565823888404,0.9883953581432572,0.494945776238916,0.552327535984537,0.2186978297161936,0.4132492113564668,0.2860262008733624,317,0.6776859504132231,0.8282828282828283,0.7454545454545455,594,0.7142857142857143,0.3320561941251596,0.4533565823888404,783,0.9864217252396166,0.9903769045709704,0.9883953581432572,1247,0.494945776238916,0.4533565823888404,NO_POOL_CONTROL,96,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2025-04-01|2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-21|2025-05-27|2025-05-29|2025-05-30|2025-06-03|2025-06-12|2025-06-26,2941,12,0,0.0,0.0,0.0,0.9183951037062223,0.8757158807709151,0.8717246982183859,0.961139896373057,0.988376753507014,0.8328406797888431,0.9074907774802544,0.6628895184135978,0.7381703470031545,0.6985074626865672,317,0.8497409326424871,0.8282828282828283,0.8388746803069054,594,0.9750328515111696,0.9476372924648788,0.961139896373057,783,0.9879807692307692,0.9887730553327988,0.988376753507014,1247,0.8328406797888431,0.961139896373057,NO_POOL_CONTROL,96,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-17|2025-05-16|2025-05-28|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,5358,12,0,0.0,0.0,0.0,0.6549085479656588,0.5619103080431723,0.561049751822809,0.4452759588400374,0.9933269780743564,0.4169573430722931,0.5147402346297004,0.1152234636871508,0.3518123667377398,0.1735928458705944,469,0.7279480037140205,0.5584045584045584,0.6320032245062475,1404,0.6372155287817939,0.3421998562185478,0.4452759588400374,1391,0.9914367269267363,0.9952244508118434,0.9933269780743564,2094,0.4169573430722931,0.4452759588400374,NO_POOL_CONTROL,96,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-17|2025-05-16|2025-05-28|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,5358,12,0,0.0,0.0,0.0,0.7474804031354984,0.7217880082246109,0.676844187392994,0.5763688760806917,0.9942748091603052,0.5710339801372236,0.636654062868073,0.2555865921787709,0.7803837953091685,0.3850604944765912,469,0.8399296394019349,0.6801994301994302,0.751672569854388,1404,0.8683068017366136,0.4313443565780014,0.5763688760806917,1391,0.9933269780743564,0.9952244508118434,0.9942748091603052,2094,0.5710339801372236,0.5763688760806917,NO_POOL_CONTROL,96,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2025-04-03|2025-04-04|2025-04-11|2025-04-30|2025-05-12|2025-05-27|2025-05-29|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,4946,12,0,0.0,0.0,0.0,0.6763040841083704,0.5716160165805418,0.5556424102446507,0.4405940594059406,0.9910563210055596,0.4105044399910142,0.5096230699091666,0.0719424460431654,0.4219409282700422,0.1229256299938537,237,0.8225490196078431,0.5623324396782842,0.6679936305732485,1492,0.7705627705627706,0.3084922010398613,0.4405940594059406,1154,0.9884281581485052,0.9936984973339796,0.9910563210055596,2063,0.4105044399910142,0.4405940594059406,NO_POOL_CONTROL,96,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2025-04-03|2025-04-04|2025-04-11|2025-04-30|2025-05-12|2025-05-27|2025-05-29|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,4946,12,0,0.0,0.0,0.0,0.7009704811969268,0.6053572604914463,0.5840812241059667,0.4842105263157895,0.9915315751270264,0.4482644404322802,0.5441329449898958,0.0826627651792245,0.4767932489451477,0.1408977556109725,237,0.8721374045801527,0.6126005361930295,0.7196850393700788,1492,0.8481561822125814,0.3388214904679376,0.4842105263157895,1154,0.989855072463768,0.9932137663596704,0.9915315751270264,2063,0.4482644404322802,0.4842105263157895,NO_POOL_CONTROL,96,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2025-04-01|2025-04-03|2025-04-04|2025-04-07|2025-04-25|2025-05-12|2025-05-16|2025-05-28|2025-06-11|2025-06-13|2025-06-17|2025-06-26,5331,12,0,0.0,0.0,0.0,0.6621646970549615,0.593888135743553,0.4909168441808594,0.0130505709624796,0.9875518672199172,0.3253718365011735,0.2997703348935075,0.2208588957055214,0.7039106145251397,0.3362241494329553,358,0.5905759162303665,0.6678507992895204,0.6268407891080856,1689,0.0879120879120879,0.0070484581497797,0.0130505709624796,1135,0.9785290086797624,0.996742671009772,0.9875518672199172,2149,0.3253718365011735,0.0130505709624796,NO_POOL_CONTROL,137,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2025-04-01|2025-04-03|2025-04-04|2025-04-07|2025-04-25|2025-05-12|2025-05-16|2025-05-28|2025-06-11|2025-06-13|2025-06-17|2025-06-26,5331,12,0,0.0,0.0,0.0,0.7118739448508723,0.6311770486599777,0.5587326775376527,0.1636363636363636,0.989819527996298,0.4150370607181042,0.4006941519771371,0.1872,0.6536312849162011,0.291044776119403,358,0.8090514569125853,0.7726465364120781,0.7904300423985463,1689,0.3966101694915254,0.1030837004405286,0.1636363636363636,1135,0.9843534284399448,0.9953466728711028,0.989819527996298,2149,0.4150370607181042,0.1636363636363636,NO_POOL_CONTROL,137,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2025-04-01|2025-04-04|2025-04-09|2025-04-17|2025-04-28|2025-05-12|2025-05-27|2025-05-29|2025-06-05|2025-06-11|2025-06-12|2025-06-26,4710,12,0,0.0,0.0,0.0,0.5753715498938429,0.5099264048176423,0.4463784499779623,0.0239377618192698,0.9920814479638008,0.2644774506493494,0.2774021747144853,0.1567164179104477,0.3434579439252336,0.2152269399707174,428,0.4641176470588235,0.6878814298169137,0.5542676501580611,1147,0.0664451827242525,0.0145985401459854,0.0239377618192698,1370,0.9904009034443816,0.9937677053824364,0.9920814479638008,1765,0.2644774506493494,0.0239377618192698,NO_POOL_CONTROL,137,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2025-04-01|2025-04-04|2025-04-09|2025-04-17|2025-04-28|2025-05-12|2025-05-27|2025-05-29|2025-06-05|2025-06-11|2025-06-12|2025-06-26,4710,12,0,0.0,0.0,0.0,0.7541401273885351,0.7603764079049267,0.6950103703072456,0.5503222607833416,0.9926303854875284,0.5958036985804847,0.6371351264976839,0.3223350253807107,0.8901869158878505,0.4732919254658385,428,0.7737030411449016,0.7541412380122058,0.7637969094922737,1147,0.8578052550231839,0.4051094890510949,0.5503222607833416,1370,0.993193420306296,0.9920679886685552,0.9926303854875284,1765,0.5958036985804847,0.5503222607833416,NO_POOL_CONTROL,137,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2025-04-01|2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-21|2025-05-27|2025-05-29|2025-05-30|2025-06-03|2025-06-12|2025-06-26,2941,12,0,0.0,0.0,0.0,0.6630397823869432,0.6132789305811499,0.523734494461377,0.0272417707150964,0.988009592326139,0.3689761285064563,0.3251374049628648,0.4245283018867924,0.5678233438485805,0.48582995951417,317,0.4484536082474227,0.8787878787878788,0.5938566552901023,594,0.1224489795918367,0.0153256704980842,0.0272417707150964,783,0.9848605577689244,0.9911788291900562,0.988009592326139,1247,0.3689761285064563,0.0272417707150964,NO_POOL_CONTROL,137,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2025-04-01|2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-21|2025-05-27|2025-05-29|2025-05-30|2025-06-03|2025-06-12|2025-06-26,2941,12,0,0.0,0.0,0.0,0.7830669840190412,0.7557053124164981,0.7338817275775829,0.5808124459809854,0.988376753507014,0.6490500522677726,0.6726540149389438,0.7050561797752809,0.7917981072555205,0.7459138187221397,317,0.5015576323987538,0.8131313131313131,0.6204238921001927,594,0.8983957219251337,0.4291187739463601,0.5808124459809854,783,0.9879807692307692,0.9887730553327988,0.988376753507014,1247,0.6490500522677726,0.5808124459809854,NO_POOL_CONTROL,137,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-17|2025-05-16|2025-05-28|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,5358,12,0,0.0,0.0,0.0,0.5938783128032848,0.4929200171177927,0.4399522732689307,0.0188679245283018,0.9938036224976168,0.2553351568593686,0.2715185337726791,0.1469957081545064,0.2921108742004264,0.1955745895788722,469,0.4675581971272907,0.6723646723646723,0.5515629564709319,1404,0.0524590163934426,0.0115025161754133,0.0188679245283018,1391,0.9919124643196956,0.995702005730659,0.9938036224976168,2094,0.2553351568593686,0.0188679245283018,NO_POOL_CONTROL,137,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2025-04-03|2025-04-07|2025-04-09|2025-04-14|2025-04-17|2025-05-16|2025-05-28|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,5358,12,0,0.0,0.0,0.0,0.7150055991041433,0.7030487591185044,0.6208202686771526,0.3169897377423033,0.9942748091603052,0.4963354218494349,0.4992880563032128,0.2634338138925295,0.8571428571428571,0.4030075187969925,469,0.7782640408460978,0.75997150997151,0.769009009009009,1404,0.7658402203856749,0.1998562185478073,0.3169897377423033,1391,0.9933269780743564,0.9952244508118434,0.9942748091603052,2094,0.4963354218494349,0.3169897377423033,NO_POOL_CONTROL,137,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,RAW,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2025-04-03|2025-04-04|2025-04-11|2025-04-30|2025-05-12|2025-05-27|2025-05-29|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,4946,12,0,0.0,0.0,0.0,0.6435503437120906,0.5340450295446862,0.4520930210725996,0.0268562401263823,0.9910563210055596,0.272438587761613,0.2819983086941127,0.1171960569550931,0.4514767932489451,0.1860869565217391,237,0.5462912831618841,0.6762734584450402,0.6043725666367176,1492,0.1517857142857142,0.0147313691507798,0.0268562401263823,1154,0.9884281581485052,0.9936984973339796,0.9910563210055596,2063,0.272438587761613,0.0268562401263823,NO_POOL_CONTROL,137,1000,1000,,,,,,,,,,,,,,,,
RECORDED,TARGET,BUS_B,BUS_A_to_BUS_B,BUS_A,BUS_B,ACC_MAG_GYR,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2025-04-03|2025-04-04|2025-04-11|2025-04-30|2025-05-12|2025-05-27|2025-05-29|2025-06-02|2025-06-05|2025-06-11|2025-06-13|2025-06-26,4946,12,0,0.0,0.0,0.0,0.7035988677719369,0.6119128269539209,0.5604731115748791,0.2925122463261022,0.9915315751270264,0.4167869570574966,0.4532887654753683,0.0952380952380952,0.540084388185654,0.1619228336495888,237,0.8703261734287987,0.7332439678284183,0.7959257911967988,1492,0.76,0.181109185441941,0.2925122463261022,1154,0.989855072463768,0.9932137663596704,0.9915315751270264,2063,0.4167869570574966,0.2925122463261022,NO_POOL_CONTROL,137,1000,1000,254.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,RAW,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2024-06-04|2024-06-20|2024-07-09|2024-10-29|2024-11-13|2025-01-14|2025-02-17|2025-03-10|2025-04-07|2025-04-25|2025-11-10|2025-12-11,5100,12,0,0.0,0.0,0.0,0.72,0.5991706135118868,0.5373851365794289,0.0,0.996667407242835,0.3842910463582935,0.3224310819476573,0.4565416285452882,0.5348338692390139,0.4925962487660414,933,0.533256880733945,0.8667287977632805,0.6602768903088392,1073,0.0,0.0,0.0,840,0.9982198486871384,0.9951197870452528,0.996667407242835,2254,0.3842910463582935,0.0,NO_POOL_CONTROL,54,1000,1000,,,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2024-06-04|2024-06-20|2024-07-09|2024-10-29|2024-11-13|2025-01-14|2025-02-17|2025-03-10|2025-04-07|2025-04-25|2025-11-10|2025-12-11,5100,12,0,0.0,0.0,0.0,0.7362745098039216,0.6227345153118271,0.5743888927199845,0.1054994388327721,0.9957787158409244,0.4339256183463379,0.3868331111650995,0.4938967136150234,0.5637727759914255,0.5265265265265265,933,0.5417386298215314,0.8769804287045666,0.6697508896797153,1073,0.9215686274509804,0.0559523809523809,0.1054994388327721,840,0.9973297730307076,0.9942324755989352,0.9957787158409244,2254,0.4339256183463379,0.1054994388327721,NO_POOL_CONTROL,54,1000,1000,30.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,RAW,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2024-07-08|2024-10-10|2024-10-18|2025-01-02|2025-01-08|2025-01-16|2025-02-04|2025-02-07|2025-04-09|2025-08-13|2025-08-22|2025-12-01,5078,12,0,0.0,0.0,0.0,0.7772745175265853,0.5907939609031814,0.5531032295737714,0.0,0.9947175944737912,0.4058984412737649,0.3318619377442628,0.6673366834170854,0.5018896447467877,0.5729076790336497,1323,0.5122699386503068,0.8697916666666666,0.6447876447876448,960,0.0,0.0,0.0,326,0.9979616795760292,0.991494532199271,0.9947175944737912,2469,0.4058984412737649,0.0,NO_POOL_CONTROL,54,1000,1000,,,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,2,0,0,False,0,,2024-07-08|2024-10-10|2024-10-18|2025-01-02|2025-01-08|2025-01-16|2025-02-04|2025-02-07|2025-04-09|2025-08-13|2025-08-22|2025-12-01,5078,12,0,0.0,0.0,0.0,0.8018905080740449,0.619116582764758,0.5849503067983846,0.0241691842900302,0.9943089430894309,0.4484974280347024,0.3606378577950428,0.7072029934518241,0.5714285714285714,0.6321070234113713,1323,0.557630392788152,0.9020833333333332,0.6892160764027059,960,0.8,0.0122699386503067,0.0241691842900302,326,0.9979600163198694,0.9906844876468206,0.9943089430894309,2469,0.4484974280347024,0.0241691842900302,NO_POOL_CONTROL,54,1000,1000,30.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,RAW,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2024-05-06|2024-05-21|2024-06-10|2024-07-04|2024-10-18|2025-01-01|2025-03-07|2025-04-25|2025-04-28|2025-10-28|2025-11-06|2025-11-24,3863,12,0,0.0,0.0,0.0,0.7147294848563293,0.6060270319895247,0.5536010178036578,0.003584229390681,0.9980106100795756,0.4054644870450185,0.333594302438467,0.5690115761353517,0.5867768595041323,0.5777576853526221,1089,0.5112033195020746,0.8380952380952381,0.6350515463917525,735,0.0357142857142857,0.0018867924528301,0.003584229390681,530,0.9986728599867286,0.997349237905898,0.9980106100795756,1509,0.4054644870450185,0.003584229390681,NO_POOL_CONTROL,54,1000,1000,,,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,3,0,0,False,0,,2024-05-06|2024-05-21|2024-06-10|2024-07-04|2024-10-18|2025-01-01|2025-03-07|2025-04-25|2025-04-28|2025-10-28|2025-11-06|2025-11-24,3863,12,0,0.0,0.0,0.0,0.7224954698420917,0.6132752352047827,0.5588274077934399,0.0037383177570093,0.9990062934746604,0.4121011125663663,0.3367917717788676,0.5777972027972028,0.6069788797061524,0.5920286609941783,1089,0.5157807308970099,0.8448979591836735,0.6405363589479113,735,0.2,0.0018867924528301,0.0037383177570093,530,0.9986754966887416,0.9993373094764744,0.9990062934746604,1509,0.4121011125663663,0.0037383177570093,NO_POOL_CONTROL,54,1000,1000,30.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,RAW,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,0,0.0,0.0,0.0,0.7732804232804232,0.5864928228094421,0.5495825166788576,0.0,0.996808510638298,0.4005071853590441,0.3297495100073145,0.4817150063051702,0.5978090766823161,0.5335195530726257,639,0.5992812219227314,0.754524886877828,0.6680020030045067,884,0.0,0.0,0.0,371,1.0,0.9936373276776246,0.996808510638298,1886,0.4005071853590441,0.0,NO_POOL_CONTROL,54,1000,1000,,,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,4,0,0,False,0,,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,0,0.0,0.0,0.0,0.7701058201058201,0.5828404770177247,0.5462410498237678,0.0,0.9970752459452272,0.3959629844499479,0.3277446298942606,0.4715346534653465,0.596244131455399,0.5266067726330339,639,0.5970829535095715,0.7409502262443439,0.6612821807168097,884,0.0,0.0,0.0,371,1.0,0.994167550371156,0.9970752459452272,1886,0.3959629844499479,0.0,NO_POOL_CONTROL,54,1000,1000,30.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,RAW,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2024-04-29|2024-07-04|2024-10-01|2024-11-13|2025-02-11|2025-02-13|2025-03-14|2025-04-10|2025-04-21|2025-05-07|2025-05-09|2025-08-22,4951,12,0,0.0,0.0,0.0,0.7010704908099374,0.5305458360410195,0.5064432820904408,0.0046728971962616,0.9966232513265798,0.3430499590117277,0.3057351281327691,0.4403755868544601,0.3944491169049621,0.4161490683229814,1189,0.520891364902507,0.7310398749022674,0.6083279115159401,1279,0.0434782608695652,0.0024691358024691,0.0046728971962616,405,0.9990328820116054,0.9942252165543792,0.9966232513265798,2078,0.3430499590117277,0.0046728971962616,NO_POOL_CONTROL,54,1000,1000,,,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CAUSAL,FIVE_PARTITION_UNLABELED_BUDGET,5,0,0,False,0,,2024-04-29|2024-07-04|2024-10-01|2024-11-13|2025-02-11|2025-02-13|2025-03-14|2025-04-10|2025-04-21|2025-05-07|2025-05-09|2025-08-22,4951,12,0,0.0,0.0,0.0,0.7261159361745102,0.5568008969391498,0.533121188701365,0.0098280098280098,0.9971070395371264,0.3784592384227779,0.3238039171520229,0.4941077441077441,0.4936921783010933,0.4938998737904922,1189,0.5547013601419278,0.7333854573885848,0.6316498316498317,1279,1.0,0.0049382716049382,0.0098280098280098,405,0.9990338164251208,0.9951876804619828,0.9971070395371264,2078,0.3784592384227779,0.0098280098280098,NO_POOL_CONTROL,54,1000,1000,30.0,12.0,,,,,,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC_MAG,RAW,FIVE_PARTITION_UNLABELED_BUDGET,1,0,0,False,0,,2024-06-04|2024-06-20|2024-07-09|2024-10-29|2024-11-13|2025-01-14|2025-02-17|2025-03-10|2025-04-07|2025-04-25|2025-11-10|2025-12-11,5100,12,0,0.0,0.0,0.0,0.7229411764705882,0.6103099587357974,0.5462096384416251,0.0,0.987438313144908,0.3991334135405308,0.327725783064975,0.4355453852021357,0.6120042872454448,0.5089126559714795,933,0.5772870662460567,0.8527493010251631,0.6884875846501128,1073,0.0,0.0,0.0,840,0.9986388384754992,0.976486246672582,0.987438313144908,2254,0.3991334135405308,0.0,NO_POOL_CONTROL,95,1000,1000,,,,,,,,,,,,,,,,
