vehicle,sensor_configuration,method,protocol,n_folds,n_features,rows,operating_days,accuracy,balanced_accuracy,macro_f1,charging_f1,driving_f1,stationary_state_macro_f1,objective_score,stationary_off_precision,stationary_off_recall,stationary_off_f1,stationary_off_support,stationary_on_precision,stationary_on_recall,stationary_on_f1,stationary_on_support,charging_precision,charging_recall,charging_f1.1,charging_support,driving_precision,driving_recall,driving_f1.1,driving_support,macro_f1_bootstrap_center,macro_f1_ci_low,macro_f1_ci_high,charging_f1_bootstrap_center,charging_f1_ci_low,charging_f1_ci_high,delta_macro_f1,delta_macro_f1_ci_low,delta_macro_f1_ci_high,delta_charging_f1,delta_charging_f1_ci_low,delta_charging_f1_ci_high
Bus A,G,CAUSAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,42,99879,254,0.8273611069393967,0.7680378763355113,0.7607657262291785,0.6267469521260779,0.997638420987834,0.6818081613096266,0.7071582165879382,0.7270462448746562,0.6684481771330406,0.6965169181811401,20956,0.744344430156689,0.7012608246960111,0.7221606136216616,22287,0.5642484272520413,0.7048152482862398,0.6267469521260779,11962,0.9976495869988584,0.9976272552267538,0.997638420987834,44674,0.7607657262291785,0.738971606095242,0.7802209896232039,0.626746952126078,0.5822398606136159,0.6657943557333427,0.06347834082812165,0.04723906027560426,0.07974240556992498,0.12968528434358906,0.09445134917244453,0.16491730908463856
Bus A,A+M,RAW,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,95,99879,254,0.886943201273541,0.8460585287115635,0.8396722887813254,0.7352408826587592,0.9985786392989446,0.7867035052754523,0.7978997263322989,0.7749393610982093,0.7165489597251384,0.7446011950511988,20956,0.8896883593033914,0.8710459011980078,0.8802684381163988,22287,0.6816137093895037,0.7980270857716101,0.7352408826587592,11962,0.9985451126978088,0.9986121681514976,0.9985786392989446,44674,0.8396722887813254,0.8203111708571748,0.8580168579356912,0.7352408826587592,0.6902776450596638,0.7775633121117554,0.0,0.0,0.0,0.0,0.0,0.0
Bus A,A+M,ZSCORE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,95,99879,254,0.8589793650316884,0.7929530220410179,0.7960367365875199,0.6414828512305728,0.9984106019565266,0.7285787814645177,0.7342151824447412,0.6790923824959482,0.719793853788891,0.6988510007412898,20956,0.846143473570658,0.844662807914928,0.8454024924216909,22287,0.677611384987443,0.6090118709245945,0.6414828512305728,11962,0.9984776573833617,0.9983435555356583,0.9984106019565266,44674,0.7960367365875199,0.7732471459231105,0.8155250075481764,0.6414828512305728,0.5819741862822099,0.6948910625995423,-0.04363555219380544,-0.05656719682653765,-0.03089861854645341,-0.0937580314281864,-0.1285607389573991,-0.06228110728938293
Bus A,A+M,CORAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,95,99879,254,0.8591195346369107,0.8010936880419274,0.7996912377240029,0.6715514757337505,0.9975597197035843,0.7337350770641424,0.7484353329279019,0.7014717581543357,0.673220080167971,0.6870556150774325,20956,0.8335528626624517,0.8518418809171265,0.842598140381244,22287,0.6615035276944287,0.6819093797023908,0.6715514757337505,11962,0.9977160770264218,0.9974034113802211,0.9975597197035843,44674,0.7996912377240029,0.7782058054354763,0.8203201366913826,0.6715514757337504,0.6186887370093125,0.719436368297477,-0.039981051057322525,-0.05542678608858731,-0.024894225422543794,-0.0636894069250088,-0.10043018897456252,-0.02822993298312328
Bus A,A+M,QUANTILE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,95,99879,254,0.8652569609227165,0.8186540062696203,0.8141099102506814,0.7169285856375572,0.9897304811874972,0.7555697199384094,0.7752373804054317,0.7431379724996079,0.6782782973849971,0.7092283511713195,20956,0.8265168929175521,0.855072463768116,0.8405522230063515,22287,0.6839747969331208,0.7532185253302124,0.7169285856375572,11962,0.9914199721486007,0.988046738595156,0.9897304811874972,44674,0.8141099102506814,0.7909662967161947,0.8341854193399447,0.7169285856375572,0.6696065267994841,0.7594823181418877,-0.025562378530644025,-0.03755442694978556,-0.013992476359792963,-0.018312297021201962,-0.03863403659663846,0.002270661527913719
Bus A,A+M,CAUSAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,95,99879,254,0.9085393325924368,0.8790290205750612,0.8746918721341186,0.8226673569352076,0.9985116882826226,0.8334186000846172,0.8538820660545542,0.8007185628742515,0.7976235922886047,0.7991680810881882,20956,0.901681942738354,0.8563288015435007,0.8784203622304559,22287,0.7855350216746521,0.8634843671626818,0.8226673569352076,11962,0.9983441115263264,0.9986793213054573,0.9985116882826226,44674,0.8746918721341186,0.8564857822288656,0.8909206509475723,0.8226673569352078,0.7871049722946821,0.8562216848139019,0.035019583352793204,0.01975656431340188,0.0509973907605761,0.08742647427644856,0.050693869137820605,0.12675321673806045
Bus A,A+G,RAW,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,96,99879,254,0.8751188938615725,0.8312464838893635,0.8240967329324701,0.7259674447174447,0.9988583197152515,0.765842870671543,0.7848450176464599,0.7516235494517194,0.6737927085321627,0.710583262040159,20956,0.8599758270289628,0.8619823215327321,0.860977905257025,22287,0.6712338492119835,0.7904196622638355,0.7259674447174447,11962,0.9989254052117847,0.9987912432287236,0.9988583197152515,44674,0.82409673293247,0.8016582336325387,0.844519497067705,0.7259674447174446,0.672692974652132,0.7709084735429923,0.0,0.0,0.0,0.0,0.0,0.0
Bus A,A+G,ZSCORE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,96,99879,254,0.8408173890407393,0.7556429491468606,0.7626905838893205,0.5477190876350541,0.9986341856611884,0.6840427166320312,0.676701985387614,0.6156768491238952,0.757873640007635,0.6794147843942505,20956,0.8420314909124889,0.8086328352851438,0.8249942778667887,22287,0.6818181818181818,0.4576993813743521,0.5477190876350541,11962,0.998902575587906,0.9983659399203116,0.9986341856611884,44674,0.7626905838893205,0.7368601691007443,0.7876587612949504,0.5477190876350541,0.4752727490342957,0.6129353768243244,-0.06140614904314945,-0.0843435057049918,-0.03936523400791382,-0.1782483570823905,-0.2381872785164008,-0.12078795073709866
Bus A,A+G,CORAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,96,99879,254,0.8517806545920564,0.7948733986070209,0.7896887499056604,0.6653070829084634,0.998523159543522,0.7200772800263732,0.7399360831067816,0.6917397078353253,0.6213972132086276,0.6546843970739801,20956,0.8305716289672103,0.8501368510791044,0.8402403600966762,22287,0.6266252955082743,0.7090787493730145,0.6653070829084634,11962,0.9981657943005413,0.9988807807673367,0.998523159543522,44674,0.7896887499056604,0.7658424969366557,0.8111682533387733,0.6653070829084635,0.6078612770198369,0.7138699310289517,-0.034407983026809585,-0.05615729852377384,-0.014850672858016055,-0.060660361808981045,-0.10663050593570148,-0.01884250970953163
Bus A,A+G,QUANTILE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,96,99879,254,0.8608516304728722,0.813772577152347,0.8082389863854692,0.7197852094602598,0.992809145062317,0.7467156001598533,0.7728574756153854,0.7259318001586043,0.6552300057262836,0.688771287401871,20956,0.816401521701539,0.8473549602907524,0.8315903036174288,22287,0.6820052375607931,0.7619963216853369,0.7197852094602598,11962,0.9951199766118695,0.9905090209070153,0.992809145062317,44674,0.8082389863854692,0.7868656704501502,0.8266123475496772,0.7197852094602598,0.6711337065895151,0.7604191098215696,-0.015857746547000784,-0.02826124223328149,-0.0028478558025100114,-0.006182235257184754,-0.03236007957992072,0.020006535296179004
Bus A,A+G,CAUSAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,96,99879,254,0.8955536198800549,0.8634250920174099,0.8586097509284235,0.8215110261921822,0.9989145395745442,0.8118414880463832,0.843770261033927,0.7878510843618264,0.7402175987783928,0.7632919178250708,20956,0.849693388836668,0.8517521425045991,0.8507215201218966,22287,0.7841185410334347,0.8626483865574318,0.8215110261921822,11962,0.9987468952091119,0.9990822402292161,0.9989145395745442,44674,0.8586097509284234,0.8397035146289682,0.8767974090049095,0.8215110261921821,0.7847578919061104,0.8549565467126229,0.03451301799595341,0.021020340758392885,0.04931401173376332,0.09554358147473752,0.062326220671919286,0.13266724353839146
Bus A,M+G,RAW,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,83,99879,254,0.8409875949899378,0.7815072661638555,0.7773857221588144,0.6449187389857058,0.9974930050363738,0.7040166278662946,0.7243989288895709,0.7271276321886423,0.6739358656232105,0.6995220287773347,20956,0.7689917593551583,0.7662314353659084,0.767609115835843,22287,0.6066455463051647,0.6883464303628156,0.6449187389857058,11962,0.9974706777688245,0.9975153333034875,0.9974930050363738,44674,0.7773857221588144,0.7546786155114142,0.7972019352959943,0.644918738985706,0.5976283697832484,0.6896857988255479,0.0,0.0,0.0,0.0,0.0,0.0
Bus A,M+G,ZSCORE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,83,99879,254,0.7746773596051222,0.6828563180793848,0.6843021146735838,0.4949910554561717,0.9902023215023852,0.5823353790639834,0.608577690986619,0.5746654144165297,0.700753960679519,0.6314771016985594,20956,0.6724986904138293,0.5760308700139094,0.6205379800372187,22287,0.5322177341796499,0.46263166694532687,0.4949910554561717,11962,0.9884024354885474,0.9920087746787841,0.9902023215023852,44674,0.6843021146735838,0.6581660331832909,0.7100935526808023,0.4949910554561717,0.43267230066871165,0.5535589001983565,-0.09308360748523059,-0.1130252013673597,-0.07306386887686525,-0.14992768352953423,-0.19534910389941615,-0.10610273577569033
Bus A,M+G,CORAL,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,83,99879,254,0.7579771523543488,0.6653497642350877,0.6648385399908128,0.46884370507291023,0.9857937412048515,0.5578534729194665,0.5864406060236518,0.5759311008291722,0.5999236495514411,0.5876825990417203,20956,0.6390424458010864,0.5964912280701754,0.6170341146437689,22287,0.46087377856739076,0.47709413141615115,0.46884370507291023,11962,0.9837063124108416,0.9878900479025832,0.9857937412048515,44674,0.6648385399908127,0.6376880627230419,0.6897774205155198,0.4688437050729103,0.4033496324214731,0.5328470086381122,-0.11254718216800175,-0.13767407102499474,-0.08962934931169383,-0.17607503391279566,-0.22762443335014643,-0.13011962891611048
Bus A,M+G,QUANTILE,IN_DOMAIN_GROUPED_CV_TEST_X_UNLABELED,5,83,99879,254,0.812573213588442,0.7414518049512655,0.7396897445268655,0.5886044995109228,0.9904238618524333,0.6561117054183428,0.6792556465204884,0.676805498563808,0.6296526054590571,0.6523781271630574,20956,0.7114963738574432,0.7439314398528291,0.7273524895810485,22287,0.574280260855734,0.6036615950509948,0.5886044995109228,11962,0.9922931739540736,0.9885615794421811,0.9904238618524333,44674,0.7396897445268655,0.7169405787392821,0.759896188396296,0.5886044995109228,0.5369432839925299,0.6362725241818631,-0.037695977631948874,-0.049952091079312644,-0.02607039393270892,-0.0563142394747832,-0.08489971779508595,-0.030021862170550088
