orientation,direction,source_vehicle,target_vehicle,sensor_configuration,method,protocol,target_adaptation_days,uses_target_adaptation,normalizer_fit_days,n_features,test_rows,test_operating_days,adaptation_rows,adaptation_window_hours,adaptation_span_hours,accuracy,balanced_accuracy,macro_f1,charging_f1,driving_f1,stationary_state_macro_f1,objective_score,stationary_off_precision,stationary_off_recall,stationary_off_f1,stationary_off_support,stationary_on_precision,stationary_on_recall,stationary_on_f1,stationary_on_support,charging_precision,charging_recall,charging_f1.1,charging_support,driving_precision,driving_recall,driving_f1.1,driving_support,macro_f1_bootstrap_center,macro_f1_ci_low,macro_f1_ci_high,charging_f1_bootstrap_center,charging_f1_ci_low,charging_f1_ci_high,delta_macro_f1,delta_macro_f1_ci_low,delta_macro_f1_ci_high,delta_charging_f1,delta_charging_f1_ci_low,delta_charging_f1_ci_high,causal_warmup_rows_source,causal_warmup_rows_target
RECORDED,Bus A to Bus B,Bus A,Bus B,A,RAW,INDUCTIVE_FIXED_TEST,7,False,0,54,7059,12,0,0.0,0.0,0.8501204136563253,0.7904300542756071,0.7452712720394685,0.8671454219030521,0.9779643231899265,0.6677069216559826,0.794020931984902,0.3333333333333333,0.6694214876033058,0.44505494505494503,242,0.8223538119911177,0.5957104557640751,0.6909203980099502,1865,0.8370883882149047,0.8994413407821229,0.8671454219030521,2148,0.9595058339052849,0.9971469329529244,0.9779643231899265,2804,0.7452712720394685,0.6405150647843565,0.8603635310176101,0.8671454219030521,0.6985095849176172,0.9545783086585912,0.0,0.0,0.0,0.0,0.0,0.0,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,ZSCORE,INDUCTIVE_FIXED_TEST,7,True,7,54,7059,12,1334,22.233333333333334,63.876666666666665,0.6512253860320159,0.5116093149860803,0.43718845164194364,0.0,0.9832658094063766,0.255162665720466,0.26231307098516615,0.9583333333333334,0.09504132231404959,0.17293233082706766,242,0.42932819648446907,0.9560321715817695,0.5925556663343303,1865,0.0,0.0,0.0,2148,0.9714584058475462,0.9953637660485022,0.9832658094063766,2804,0.4371884516419437,0.3809899394564677,0.5221600236897017,0.0,0.0,0.0,-0.3080828203975248,-0.4514438633683399,-0.1708798935209194,-0.8671454219030521,-0.9507780340639505,-0.7177290874841932,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,QUANTILE,INDUCTIVE_FIXED_TEST,7,True,7,54,7059,12,1334,22.233333333333334,63.876666666666665,0.7944468054965292,0.7396193007311925,0.6836190775125367,0.8332910428825171,0.950214432220772,0.5947539592764582,0.7434878636605289,0.13117699910152741,0.6033057851239669,0.2154981549815498,242,0.7979924717691342,0.6820375335120643,0.7354726799653079,1865,0.9157836029001674,0.7644320297951583,0.8332910428825171,2148,0.9957014458772958,0.9087018544935807,0.950214432220772,2804,0.6836190775125367,0.6315738023875406,0.7632629278349786,0.8332910428825172,0.6642189586114821,0.9182812202499043,-0.061652194526931825,-0.1347195089110377,0.011132559317732967,-0.0338543790205349,-0.10425951873998493,0.030106702360726087,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,CORAL,INDUCTIVE_FIXED_TEST,7,True,7,54,7059,12,1334,22.233333333333334,63.876666666666665,0.6245927185153705,0.6053153276849612,0.5132700618514449,0.1928655429243434,0.9630408127517954,0.3633464782179947,0.38510825428060425,0.06633081444164568,0.6528925619834711,0.12042682926829268,242,0.9174579985390796,0.6734584450402145,0.7767470624613482,1865,0.6104218362282878,0.11452513966480447,0.1928655429243434,2148,0.9462994836488813,0.9803851640513552,0.9630408127517954,2804,0.513270061851445,0.4741489616344847,0.5650085453602034,0.19286554292434338,0.07349118287693805,0.3105198417592054,-0.23200121018802355,-0.32491026973339615,-0.13132452969035244,-0.6742798789787088,-0.8079003497808425,-0.5156533995398395,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,CAUSAL,INDUCTIVE_FIXED_TEST,7,False,0,54,7059,12,0,0.0,0.0,0.7607309817254568,0.6796069908834963,0.645492540771352,0.6625595071408569,0.9836296426685442,0.5327801734722879,0.6523193273191539,0.08386638237384506,0.48760330578512395,0.14311704063068525,242,0.9430473372781065,0.6836461126005362,0.7926639726453217,1865,0.83134223471539,0.5507448789571695,0.6625595071408569,2148,0.9711505039972194,0.9964336661911555,0.9836296426685442,2804,0.645492540771352,0.5880824816645694,0.7257299910755959,0.6625595071408569,0.43281620794799963,0.822300212903471,-0.09977873126811654,-0.21025439267946766,-0.003615334335101161,-0.20458591476219523,-0.36173095346473116,-0.07768985119496416,254.0,12.0
RECORDED,Bus A to Bus B,Bus A,Bus B,A,RAW,INDUCTIVE_FIXED_TEST,14,False,0,54,7059,12,0,0.0,0.0,0.8501204136563253,0.7904300542756071,0.7452712720394685,0.8671454219030521,0.9779643231899265,0.6677069216559826,0.794020931984902,0.3333333333333333,0.6694214876033058,0.44505494505494503,242,0.8223538119911177,0.5957104557640751,0.6909203980099502,1865,0.8370883882149047,0.8994413407821229,0.8671454219030521,2148,0.9595058339052849,0.9971469329529244,0.9779643231899265,2804,0.7452712720394685,0.6405150647843565,0.8603635310176101,0.8671454219030521,0.6985095849176172,0.9545783086585912,0.0,0.0,0.0,0.0,0.0,0.0,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,ZSCORE,INDUCTIVE_FIXED_TEST,14,True,14,54,7059,12,4438,73.96666666666667,152.33323388888888,0.6421589460263494,0.5025489559975421,0.43568385947179095,0.010443864229765013,0.9737162750217581,0.25633972095513524,0.2655878613749805,0.9583333333333334,0.09504132231404959,0.17293233082706766,242,0.43128803245436104,0.9120643431635389,0.585642967808573,1865,0.08,0.00558659217877095,0.010443864229765013,2148,0.9510370622237334,0.9975035663338089,0.9737162750217581,2804,0.4356838594717909,0.3815468907404676,0.5176871144728727,0.010443864229765013,0.0,0.03607259632046047,-0.30958741256767763,-0.44957614696451853,-0.17056179297191684,-0.856701557673287,-0.9390889401186114,-0.6980934262186184,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,QUANTILE,INDUCTIVE_FIXED_TEST,14,True,14,54,7059,12,4438,73.96666666666667,152.33323388888888,0.8948859611843037,0.8609469380165832,0.7884290877537083,0.9624402458456636,0.9825946527902386,0.7237072327415316,0.8580335509904904,0.2869822485207101,0.8016528925619835,0.4226579520697168,242,0.9284149013878744,0.6815013404825737,0.7860235003092146,1865,0.9416481069042316,0.984171322160149,0.9624402458456636,2148,0.9888046226074395,0.9764621968616263,0.9825946527902386,2804,0.7884290877537086,0.7263775786794688,0.8601334224421544,0.9624402458456637,0.9301865085084055,0.9855310420088507,0.043157815714240044,-0.034866519994468756,0.13977144729573754,0.09529482394261157,0.018960868410033464,0.23954382526153997,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,CORAL,INDUCTIVE_FIXED_TEST,14,True,14,54,7059,12,4438,73.96666666666667,152.33323388888888,0.6702082447938802,0.5923128518488694,0.56703163681273,0.44058563159686753,0.9752761704366123,0.43095012560476936,0.516453234726385,0.05016722408026756,0.43388429752066116,0.08993576017130621,242,0.9374021909233177,0.6423592493297587,0.7623289850461342,1865,0.8200253485424588,0.30121042830540035,0.44058563159686753,2148,0.9592963090720938,0.9917974322396577,0.9752761704366123,2804,0.5670316368127302,0.48941272199115365,0.6449810921885465,0.44058563159686753,0.11713560774643653,0.6685744615201209,-0.17823963522673836,-0.357230026332297,-0.01876989299750386,-0.42655979030618457,-0.8462276788593143,-0.0656697356910159,,
RECORDED,Bus A to Bus B,Bus A,Bus B,A,CAUSAL,INDUCTIVE_FIXED_TEST,14,False,0,54,7059,12,0,0.0,0.0,0.7607309817254568,0.6796069908834963,0.645492540771352,0.6625595071408569,0.9836296426685442,0.5327801734722879,0.6523193273191539,0.08386638237384506,0.48760330578512395,0.14311704063068525,242,0.9430473372781065,0.6836461126005362,0.7926639726453217,1865,0.83134223471539,0.5507448789571695,0.6625595071408569,2148,0.9711505039972194,0.9964336661911555,0.9836296426685442,2804,0.645492540771352,0.5880824816645694,0.7257299910755959,0.6625595071408569,0.43281620794799963,0.822300212903471,-0.09977873126811654,-0.21025439267946766,-0.003615334335101161,-0.20458591476219523,-0.36173095346473116,-0.07768985119496416,254.0,12.0
