bus_b_orientation,bus_b_orientation_role,orientation_vehicle,direction,source_vehicle,target_vehicle,sensor_config,method,protocol,partition_id,budget_k_days,subset_repeat,uses_target_adaptation,normalizer_fit_days,adaptation_days,test_days,test_rows,test_service_days,adaptation_rows,adaptation_window_hours,adaptation_span_hours,adaptation_hours,accuracy,balanced_accuracy,macro_f1,charging_f1,driving_f1,stationary_macro_f1,objective_score,apagado_precision,apagado_recall,apagado_f1,apagado_support,encendido_precision,encendido_recall,encendido_f1,encendido_support,recarga_principal_precision,recarga_principal_recall,recarga_principal_f1,recarga_principal_support,movimiento_precision,movimiento_recall,driving_f1,movimiento_support,stationary_macro_f1,charging_f1,control_role,feature_dimension,source_quantile_n_requested,source_quantile_n_effective,causal_warmup_rows_source,causal_warmup_rows_target,subset_seed_index,subset_rng_seed,subset_attempts,subset_resamples,subset_retained_windows,target_quantile_n_requested,target_quantile_n_effective,coral_n_adaptation_rows,coral_n_features,coral_n_minus_d,coral_rows_per_feature,coral_regularized_cov_min_eigenvalue,coral_regularized_cov_max_eigenvalue,coral_regularized_cov_condition_number
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,5,True,3,2024-06-18|2025-02-17|2025-03-07,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1220,20.33333333333333,48.77446361111112,26.01332416666665,0.6288359788359789,0.5088563257686066,0.4372945297918587,0.0,0.8954612005856515,0.2845723061939278,0.2623767178751152,0.3465458663646659,0.9577464788732394,0.508939708939709,639,0.4865979381443299,0.2669683257918552,0.3447772096420745,884,0.0,0.0,0.0,371,1.0,0.810710498409332,0.8954612005856515,1886,0.2845723061939278,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,5.0,24560926.0,1.0,0.0,1220.0,,,1220.0,54.0,1166.0,22.59259259259259,0.0041722479856765,215929.22947514773,51753690.14891742
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,6,True,3,2024-06-18|2025-04-03|2025-04-28,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1470,24.5,54.03321833333334,31.133414166666647,0.6608465608465608,0.5054530079695341,0.4038698073124808,0.0,0.975556762629006,0.213307488873639,0.2423218843874884,0.3381256656017039,0.9937402190923318,0.5045689312673818,639,0.6320754716981132,0.0757918552036199,0.1353535353535353,884,0.0,0.0,0.0,371,1.0,0.9522799575821844,0.975556762629006,1886,0.213307488873639,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,6.0,24560927.0,1.0,0.0,1470.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,6,True,3,2024-06-18|2025-04-03|2025-04-28,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1470,24.5,54.03321833333334,31.133414166666647,0.771957671957672,0.6684593997722896,0.6587265296184053,0.53,0.9702429702429702,0.5548877160768837,0.6072359177710431,0.5195876288659794,0.3943661971830985,0.4483985765124555,639,0.6216712580348944,0.7658371040723982,0.6862645717181957,884,0.4941724941724941,0.5714285714285714,0.53,371,1.0,0.94220572640509,0.9702429702429702,1886,0.5548877160768837,0.53,ADAPTIVE_BUDGET,54,1000,1000,,,6.0,24560927.0,1.0,0.0,1470.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,6,True,3,2024-06-18|2025-04-03|2025-04-28,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1470,24.5,54.03321833333334,31.133414166666647,0.6013227513227514,0.4883944255050501,0.4198488802615284,0.0,0.8709967075725831,0.2694662711578435,0.251909328156917,0.3196544276457883,0.9264475743348984,0.4753111200321156,639,0.4778012684989429,0.255656108597285,0.3330876934414148,884,0.0,0.0,0.0,371,1.0,0.7714740190880169,0.8709967075725831,1886,0.2694662711578435,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,6.0,24560927.0,1.0,0.0,1470.0,,,1470.0,54.0,1416.0,27.22222222222222,0.0034253451890622,177786.50397971098,51903237.240851946
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,7,True,3,2024-06-27|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1086,18.1,55.5674625,21.19924166666667,0.6314814814814815,0.4796246951920686,0.4474381563817464,0.0,0.9111880046136102,0.2928548736377918,0.2684628938290478,0.2772206303724928,0.6056338028169014,0.3803439803439803,639,0.5236907730673317,0.4751131221719457,0.498220640569395,884,0.0,0.0,0.0,371,0.9987357774968394,0.8377518557794273,0.9111880046136102,1886,0.2928548736377918,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,7.0,24560928.0,1.0,0.0,1086.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,7,True,3,2024-06-27|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1086,18.1,55.5674625,21.19924166666667,0.7066137566137566,0.5382691574854089,0.5486886924006021,0.2809611829944547,0.8931093255417579,0.4338818146868835,0.4415976886381431,0.452991452991453,0.4147104851330203,0.4330065359477124,639,0.6169154228855721,0.5610859728506787,0.5876777251184834,884,0.4470588235294118,0.2048517520215633,0.2809611829944547,371,0.8257541647906349,0.9724284199363732,0.8931093255417579,1886,0.4338818146868835,0.2809611829944547,ADAPTIVE_BUDGET,54,1000,1000,,,7.0,24560928.0,1.0,0.0,1086.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,7,True,3,2024-06-27|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1086,18.1,55.5674625,21.19924166666667,0.3835978835978836,0.3548274330025076,0.3109778955893321,0.0053763440860215,0.5053465346534654,0.246188349234621,0.1887372749880078,0.1738519212746017,0.5805946791862285,0.2675802380093761,639,0.4373757455268389,0.497737556561086,0.4656084656084656,884,1.0,0.0026954177897574,0.0053763440860215,371,0.9984350547730828,0.3382820784729586,0.5053465346534654,1886,0.246188349234621,0.0053763440860215,ADAPTIVE_BUDGET,54,1000,1000,,,7.0,24560928.0,1.0,0.0,1086.0,,,1086.0,54.0,1032.0,20.11111111111111,0.0017288381724621,93087.7039381284,53844081.77750793
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,8,True,3,2025-02-17|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1408,23.466666666666665,50.414661388888895,27.9511475,0.7314814814814815,0.5778826832607645,0.5146610921143019,0.0,0.9794372294372294,0.3597357130066593,0.3087966552685811,0.3994894703254626,0.9796557120500784,0.5675430643699003,639,0.818407960199005,0.3721719457013575,0.5116640746500778,884,0.0,0.0,0.0,371,1.0,0.9597030752916224,0.9794372294372294,1886,0.3597357130066593,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,8.0,24560929.0,1.0,0.0,1408.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,8,True,3,2025-02-17|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1408,23.466666666666665,50.414661388888895,27.9511475,0.767989417989418,0.6023286607866142,0.602171292010813,0.2687074829931973,0.993660855784469,0.4716747707529276,0.4687857684037667,0.4841269841269841,0.4773082942097026,0.4806934594168637,639,0.6176185866408519,0.7217194570135747,0.665623369848722,884,0.3640552995391705,0.2129380053908355,0.2687074829931973,371,0.99,0.9973488865323435,0.993660855784469,1886,0.4716747707529276,0.2687074829931973,ADAPTIVE_BUDGET,54,1000,1000,,,8.0,24560929.0,1.0,0.0,1408.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,8,True,3,2025-02-17|2025-03-07|2025-04-11,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1408,23.466666666666665,50.414661388888895,27.9511475,0.5597883597883598,0.472779787415614,0.4167844471727624,0.0,0.7864951768488746,0.2935475372807251,0.2500706683036574,0.2884822389666308,0.838810641627543,0.4293151782138566,639,0.5114613180515759,0.4038461538461538,0.4513274336283185,884,0.0,0.0,0.0,371,0.9991830065359476,0.6484623541887593,0.7864951768488746,1886,0.2935475372807251,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,8.0,24560929.0,1.0,0.0,1408.0,,,1408.0,54.0,1354.0,26.074074074074076,0.0014321813282441,76113.85812536483,53145405.979199424
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,9,True,3,2025-03-06|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1503,25.05,51.81648833333333,31.18388777777777,0.6415343915343915,0.4938061712163453,0.3873943427638804,0.0,0.9594482758620688,0.1967096983978176,0.2324366056583282,0.327860441251924,1.0,0.4938176197836167,639,0.5108695652173914,0.0531674208144796,0.096311475409836,884,0.0,0.0,0.0,371,1.0,0.9220572640509014,0.9594482758620688,1886,0.1967096983978176,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,9.0,24560930.0,1.0,0.0,1503.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,9,True,3,2025-03-06|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1503,25.05,51.81648833333333,31.18388777777777,0.7074074074074074,0.6060811426649741,0.5967372921420097,0.48559670781893,0.9195073044972788,0.4891472880235866,0.5522810584127777,0.4258474576271186,0.3145539906103286,0.3618361836183618,639,0.5137546468401487,0.7816742081447964,0.6200089726334679,884,0.494413407821229,0.477088948787062,0.48559670781893,371,1.0,0.8510074231177094,0.9195073044972788,1886,0.4891472880235866,0.48559670781893,ADAPTIVE_BUDGET,54,1000,1000,,,9.0,24560930.0,1.0,0.0,1503.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,9,True,3,2025-03-06|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1503,25.05,51.81648833333333,31.18388777777777,0.4867724867724867,0.4359279735729611,0.3755277564430219,0.0,0.6666666666666666,0.2784814530351403,0.2253166538658131,0.2564351627003399,0.8262910798122066,0.391401037805782,639,0.474293059125964,0.417420814479638,0.4440433212996389,884,0.0,0.0,0.0,371,1.0,0.5,0.6666666666666666,1886,0.2784814530351403,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,9.0,24560930.0,1.0,0.0,1503.0,,,1503.0,54.0,1449.0,27.83333333333333,0.0001115130549585,5118.695311486566,45902206.81687322
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,10,True,3,2024-10-23|2025-04-11|2025-04-21,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1542,25.7,55.47282166666667,29.884333333333338,0.6777777777777778,0.5279406476715509,0.4455198386886961,0.0106951871657754,0.968835429196282,0.2710813085195008,0.2715899780795278,0.3494771601541002,0.9937402190923318,0.5171009771986971,639,0.8138297872340425,0.173076923076923,0.2854477611940298,884,0.6666666666666666,0.0053908355795148,0.0106951871657754,371,1.0,0.9395546129374336,0.968835429196282,1886,0.2710813085195008,0.0106951871657754,ADAPTIVE_BUDGET,54,1000,1000,,,10.0,24560931.0,1.0,0.0,1542.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,3,10,True,3,2024-10-23|2025-04-11|2025-04-21,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1542,25.7,55.47282166666667,29.884333333333338,0.7978835978835979,0.6646554777552439,0.6711807056933708,0.4862236628849271,0.99038974906567,0.5647776912359378,0.5971978885699933,0.5346715328467153,0.458528951486698,0.493681550126369,639,0.6376554174067496,0.8122171945701357,0.7144278606965174,884,0.6097560975609756,0.4043126684636118,0.4862236628849271,371,0.9973118279569892,0.9835630965005302,0.99038974906567,1886,0.5647776912359378,0.4862236628849271,ADAPTIVE_BUDGET,54,1000,1000,,,10.0,24560931.0,1.0,0.0,1542.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,3,10,True,3,2024-10-23|2025-04-11|2025-04-21,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,1542,25.7,55.47282166666667,29.884333333333338,0.4481481481481481,0.4289543287277358,0.3657409782186571,0.0575916230366492,0.5755287009063444,0.2958117373227613,0.2424812361458539,0.2469906375390102,0.86697965571205,0.3844552394170715,639,0.4803664921465969,0.415158371040724,0.4453883495145631,884,1.0,0.0296495956873315,0.0575916230366492,371,1.0,0.4040296924708377,0.5755287009063444,1886,0.2958117373227613,0.0575916230366492,ADAPTIVE_BUDGET,54,1000,1000,,,10.0,24560931.0,1.0,0.0,1542.0,,,1542.0,54.0,1488.0,28.55555555555556,0.0012399129746579,66601.66147874159,53714787.11811765
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,1,True,7,2025-02-17|2025-03-06|2025-03-07|2025-04-11|2025-08-14|2025-11-05|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3149,52.48333333333333,107.66507722222222,63.344560277777774,0.6727513227513228,0.5164428672328969,0.4210625025687619,0.0,0.9791610284167794,0.2350296606194227,0.2526375015412571,0.3465723612622415,0.9968701095461658,0.514331853048042,639,0.7293233082706767,0.1097285067873303,0.1907571288102261,884,0.0,0.0,0.0,371,1.0,0.9591728525980912,0.9791610284167794,1886,0.2350296606194227,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,1.0,24960922.0,1.0,0.0,3149.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,1,True,7,2025-02-17|2025-03-06|2025-03-07|2025-04-11|2025-08-14|2025-11-05|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3149,52.48333333333333,107.66507722222222,63.344560277777774,0.7613756613756614,0.6092398122704797,0.6120600686940899,0.366723259762309,0.986566362170876,0.4872246375351612,0.5139253451213776,0.4540816326530612,0.4178403755868544,0.4352078239608802,639,0.5861159929701231,0.754524886877828,0.6597428288822947,884,0.4954128440366973,0.2911051212938005,0.366723259762309,371,1.0,0.9734888653234358,0.986566362170876,1886,0.4872246375351612,0.366723259762309,ADAPTIVE_BUDGET,54,1000,1000,,,1.0,24960922.0,1.0,0.0,3149.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,7,1,True,7,2025-02-17|2025-03-06|2025-03-07|2025-04-11|2025-08-14|2025-11-05|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3149,52.48333333333333,107.66507722222222,63.344560277777774,0.5894179894179894,0.4881992466414067,0.4283798220512107,0.0,0.8361616784942919,0.2924525365701836,0.2570278932307264,0.3024986709197235,0.8904538341158059,0.4515873015873016,639,0.5588235294117647,0.3438914027149321,0.4257703081232493,884,0.0,0.0,0.0,371,1.0,0.7184517497348887,0.8361616784942919,1886,0.2924525365701836,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,1.0,24960922.0,1.0,0.0,3149.0,,,3149.0,54.0,3095.0,58.31481481481482,0.0008141486938143,42417.09814714972,52099940.05937892
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,2,True,7,2024-06-18|2024-10-23|2025-03-06|2025-04-03|2025-04-24|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3616,60.266666666666666,125.8755627777778,74.68548805555567,0.6645502645502646,0.5066907626089836,0.4013638162551557,0.0,0.9813664596273292,0.2080296017977645,0.2408182897530934,0.3418940609951846,1.0,0.5095693779904307,639,0.5957446808510638,0.0633484162895927,0.1145194274028629,884,0.0,0.0,0.0,371,1.0,0.9634146341463414,0.9813664596273292,1886,0.2080296017977645,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,2.0,24960923.0,1.0,0.0,3616.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,2,True,7,2024-06-18|2024-10-23|2025-03-06|2025-04-03|2025-04-24|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3616,60.266666666666666,125.8755627777778,74.68548805555567,0.698941798941799,0.6110087515649134,0.5892138028193716,0.3855890944498539,0.9145323741007194,0.4807742790589223,0.5077639194715646,0.4668008048289738,0.3630672926447574,0.4084507042253521,639,0.6001926782273603,0.7047511312217195,0.6482830385015609,884,0.3018292682926829,0.5336927223719676,0.3855890944498539,371,1.0,0.8425238600212089,0.9145323741007194,1886,0.4807742790589223,0.3855890944498539,ADAPTIVE_BUDGET,54,1000,1000,,,2.0,24960923.0,1.0,0.0,3616.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,7,2,True,7,2024-06-18|2024-10-23|2025-03-06|2025-04-03|2025-04-24|2025-04-28|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3616,60.266666666666666,125.8755627777778,74.68548805555567,0.6105820105820106,0.4913718683458167,0.4186304740152184,0.0,0.8886925795053003,0.2619431055185245,0.2511782844091311,0.3229780396357793,0.943661971830986,0.4812450119712689,639,0.4863523573200992,0.2217194570135746,0.3045843045843046,884,0.0,0.0,0.0,371,0.9993377483443708,0.8001060445387063,0.8886925795053003,1886,0.2619431055185245,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,2.0,24960923.0,1.0,0.0,3616.0,,,3616.0,54.0,3562.0,66.96296296296296,0.0014670387344309,75523.85423705613,51480477.28020863
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,3,True,7,2024-06-27|2024-10-23|2025-02-17|2025-04-03|2025-04-11|2025-11-12|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3116,51.93333333333333,122.91784472222224,63.90103305555555,0.714021164021164,0.5581317250703853,0.4859637548308961,0.0,0.9830142895659209,0.3202802432525546,0.2915782528985376,0.3830815709969788,0.9921752738654148,0.5527462946817786,639,0.8013245033112583,0.2737556561085973,0.4080944350758853,884,0.0,0.0,0.0,371,1.0,0.9665959703075292,0.9830142895659209,1886,0.3202802432525546,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,3.0,24960924.0,1.0,0.0,3116.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,3,True,7,2024-06-27|2024-10-23|2025-02-17|2025-04-03|2025-04-11|2025-11-12|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3116,51.93333333333333,122.91784472222224,63.90103305555555,0.8206349206349206,0.7037709374478297,0.7076551770577709,0.4962852897473997,0.9941768131286396,0.612147965034148,0.6231072221336225,0.5797101449275363,0.6259780907668232,0.6019563581640331,639,0.7332589285714286,0.7432126696832579,0.7382022471910112,884,0.5529801324503312,0.4501347708894879,0.4962852897473997,371,0.992600422832981,0.9957582184517496,0.9941768131286396,1886,0.612147965034148,0.4962852897473997,ADAPTIVE_BUDGET,54,1000,1000,,,3.0,24960924.0,1.0,0.0,3116.0,1000.0,1000.0,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,CORAL,FIVE_PARTITION_UNLABELED_BUDGET,4,7,3,True,7,2024-06-27|2024-10-23|2025-02-17|2025-04-03|2025-04-11|2025-11-12|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3116,51.93333333333333,122.91784472222224,63.90103305555555,0.5883597883597883,0.499613134062805,0.4401191981582402,0.0,0.8078381795195955,0.3175462043711218,0.2640715188949441,0.3021432305279665,0.9045383411580594,0.4529780564263322,639,0.6247877758913413,0.416289592760181,0.4996605566870332,884,0.0,0.0,0.0,371,1.0,0.6776246023329798,0.8078381795195955,1886,0.3175462043711218,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,3.0,24960924.0,1.0,0.0,3116.0,,,3116.0,54.0,3062.0,57.7037037037037,0.0008438816796683,43702.60512849766,51787597.9315878
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,ZSCORE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,4,True,7,2024-06-27|2024-10-23|2025-03-07|2025-04-03|2025-04-28|2025-05-16|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3055,50.91666666666666,126.46664111111112,62.61020277777775,0.7166666666666667,0.5651357031279163,0.5032075413277665,0.0,0.9696804151871072,0.3477165833746528,0.3019245247966599,0.3919793014230271,0.9483568075117372,0.5546910755148742,639,0.7145969498910676,0.3710407239819004,0.4884586746090841,884,0.0,0.0,0.0,371,1.0,0.9411452810180276,0.9696804151871072,1886,0.3477165833746528,0.0,ADAPTIVE_BUDGET,54,1000,1000,,,4.0,24960925.0,1.0,0.0,3055.0,,,,,,,,,
RECORDED,SOURCE,BUS_B,BUS_B_to_BUS_A,BUS_B,BUS_A,ACC,QUANTILE,FIVE_PARTITION_UNLABELED_BUDGET,4,7,4,True,7,2024-06-27|2024-10-23|2025-03-07|2025-04-03|2025-04-28|2025-05-16|2025-11-24,2024-05-03|2024-05-17|2024-08-09|2025-01-31|2025-02-13|2025-03-13|2025-03-19|2025-04-01|2025-05-14|2025-05-22|2025-08-20|2025-12-10,3780,12,3055,50.91666666666666,126.46664111111112,62.61020277777775,0.7925925925925926,0.6711230313461354,0.673022589908765,0.508843537414966,0.9767198535181796,0.5717901687056267,0.6073509689112454,0.549618320610687,0.4507042253521127,0.4952708512467755,639,0.6848167539267016,0.7398190045248869,0.7112561174551386,884,0.5137362637362637,0.5040431266846361,0.508843537414966,371,0.9638616417139908,0.9899257688229056,0.9767198535181796,1886,0.5717901687056267,0.508843537414966,ADAPTIVE_BUDGET,54,1000,1000,,,4.0,24960925.0,1.0,0.0,3055.0,1000.0,1000.0,,,,,,,
